scenario,date,signal_date,next_date,capital,participation_limit,fixed_cost_bps,impact_coef_bps,gross_return,net_return,cash_weight,actual_stock_count,target_stock_count,actual_target_overlap_count,actual_target_overlap_weight,desired_trade_weight,executed_trade_weight,unfilled_trade_weight,fill_ratio,blocked_trade_weight,capped_trade_weight,missing_adv_weight,period_fixed_cost,period_impact_cost,period_cost,avg_participation,max_participation,fold,selected_source_scenario
baseline,2023-03-20,2023-03-17,2023-03-27,100000000,0.05,10,25,0.023721189382997165,0.02184925986094921,0.023286424847298128,111,100,97,0.9590376087479583,1.4088177852208705,1.3501794275640853,0.05863835765678527,0.9583776140023729,0.03,0.028638357656785816,0.0,0.0013501794275640859,0.00047837461767965384,0.0018285540452437398,0.022939693845059828,0.05,1,baseline
baseline,2023-03-27,2023-03-24,2023-04-03,100000000,0.05,10,25,0.006546691222279577,0.004379171603443144,2.275957200481571e-15,103,100,99,0.9776640635811216,1.7593350056318033,1.7146631327940474,0.04467187283775598,0.9746086602638173,0.018930735315257574,0.01340520110361886,0.0,0.0017146631327940578,0.00043875869824325594,0.0021534218310373136,0.012794298878296834,0.05,1,baseline
baseline,2023-04-03,2023-03-31,2023-04-10,100000000,0.05,10,25,-0.0030723925497703197,-0.004661401535510534,0.019255628303698855,99,100,98,0.9793707889343809,1.353769850389122,1.331767056561582,0.02200279382754,0.9837470203511951,0.020629211065619803,0.0013735827619207035,0.0,0.0013317670565615829,0.0002621390343773746,0.0015939060909389575,0.007575885885799059,0.05,1,baseline
baseline,2023-04-10,2023-04-07,2023-04-17,100000000,0.05,10,25,0.003319631509579146,0.0021385734986818505,0.0,100,100,100,1.0000000000000007,0.9997364200108617,0.9997364200108617,0.0,1.0,0.0,0.0,0.0,0.0009997364200108629,0.000177413885640346,0.0011771503056512088,0.0062516164850041,0.033086299988849904,1,baseline
baseline,2023-04-17,2023-04-14,2023-04-24,100000000,0.05,10,25,-0.028497290930098118,-0.030779291331800795,0.021598018493722122,98,100,97,0.9684944705000007,1.980729920789463,1.939316880283186,0.04141304050627714,0.9790920306339538,0.039907511006277256,0.0015055295,0.0,0.0019393168802831872,0.00040962191360589996,0.0023489387938890873,0.008803127284481916,0.05,1,baseline
baseline,2023-04-24,2023-04-21,2023-05-04,100000000,0.05,10,25,0.048883412854888064,0.04716791021627431,0.01505755950000003,99,100,99,0.9849424405000007,1.3002849868913748,1.285227427391375,0.015057559499999762,0.9884198005423425,0.01,0.005057559499999999,0.0,0.0012852274273913759,0.00035032388135180863,0.0016355513087431845,0.013635551236699087,0.05000000000000001,1,baseline
baseline,2023-05-04,2023-04-28,2023-05-08,100000000,0.05,10,25,0.008184600933922148,0.006284889296174656,0.06904500069502857,96,100,95,0.9308424642500006,1.5572776931974732,1.488007622392502,0.06927007080497116,0.9555184851696278,0.05,0.019270070804970896,0.01,0.0014880076223925034,0.0003962818579146621,0.0018842894803071655,0.013564655781773037,0.05000000000000001,1,baseline
baseline,2023-05-08,2023-05-05,2023-05-15,100000000,0.05,10,25,0.002093408118975404,0.00034342138563259184,0.03551627475000016,97,100,97,0.9644837252500006,1.3760458671528726,1.3405295924028724,0.03551627475000019,0.9741896141707211,0.03,0.0055162747499999994,0.0,0.001340529592402873,0.00040580135755081704,0.00174633094995369,0.017199508399871593,0.05,1,baseline
baseline,2023-05-15,2023-05-12,2023-05-22,100000000,0.05,10,25,0.015394491779470165,0.013420224826823812,0.04385363028405387,102,100,100,0.9517604767500004,1.4928471647527233,1.4402217485367768,0.05262541621594652,0.9647482894039837,0.0,0.052625416215945936,0.0,0.0014402217485367783,0.0005041131563989074,0.0019443349049356857,0.022880501295296642,0.05000000000000001,1,baseline
baseline,2023-05-22,2023-05-19,2023-05-29,100000000,0.05,10,25,-0.0015339885676106668,-0.003668221291869056,0.04850582164853618,106,100,100,0.9480933691839147,1.5625472831887253,1.50723984320509,0.0553074399836353,0.9646043095279855,0.0,0.055307439983634826,0.0,0.0015072398432050915,0.0006302717994763074,0.002137511642681399,0.029702920858512664,0.05000000000000001,1,baseline
baseline,2023-05-29,2023-05-26,2023-06-05,100000000,0.05,10,25,0.023787249783728592,0.022109336365224053,3.3320243265910765e-16,114,100,100,0.9810117461784427,1.2136654771897408,1.1756889695466233,0.03797650764311755,0.9687092461993294,0.0,0.028110811321558724,0.0,0.0011756889695466231,0.0004632388632222436,0.0016389278327688668,0.027135876622772555,0.05,1,baseline
baseline,2023-06-05,2023-06-02,2023-06-12,100000000,0.05,10,25,0.004961405615144798,0.0028155751307503696,0.0,110,100,99,0.9781056954518655,1.6248126900903084,1.5810240809940324,0.04378860909627602,0.9730500571768416,0.01,0.033103265892191286,0.0,0.001581024080994039,0.000554212628002786,0.002135236708996825,0.022129461734347815,0.05000000000000001,1,baseline
baseline,2023-06-12,2023-06-09,2023-06-19,100000000,0.05,10,25,0.00456843172645871,0.002513380443942781,0.04111476959786429,103,100,100,0.9455018236995494,1.5555290204140686,1.4876474374110316,0.06788158300303704,0.9563610950922873,0.0,0.06788158300303727,0.0,0.0014876474374110329,0.0005580581786653496,0.0020457056160763827,0.025596038481012804,0.05000000000000001,1,baseline
baseline,2023-06-19,2023-06-16,2023-06-26,100000000,0.05,10,25,-0.06439387547983744,-0.06657995967579133,0.0,115,100,100,0.9781508958080302,1.8006647870934906,1.7569665787095414,0.04369820838394922,0.9757321803052061,0.0,0.022625106191970373,0.0,0.0017569665787095516,0.0005795766937867183,0.00233654327249627,0.02121791970167671,0.05000000000000001,1,baseline
baseline,2023-06-26,2023-06-21,2023-07-03,100000000,0.05,10,25,0.03803648556941863,0.03567492072038059,0.0,105,100,100,0.9826854994265166,1.8634014526929548,1.828772451545978,0.03462900114697676,0.9814162422719315,0.011639811743015996,0.007520593830468091,0.0,0.001828772451545994,0.00044625822595719934,0.0022750306775031932,0.012007712097487943,0.05000000000000001,1,baseline
baseline,2023-07-03,2023-06-30,2023-07-10,100000000,0.05,10,25,0.007365571510308477,0.004921827703705972,0.07155066564195872,101,100,100,0.9282827045000004,1.8932387132846038,1.8213547879265632,0.07188392535804056,0.9620312405120175,0.0,0.07188392535804015,0.0,0.0018213547879265648,0.0006045210566675154,0.00242587584459408,0.021688036996112495,0.05000000000000001,1,baseline
baseline,2023-07-10,2023-07-07,2023-07-17,100000000,0.05,10,25,0.010586825755576568,0.008883252189539226,0.052765602413479544,118,100,100,0.9370709587500007,1.2630242309956519,1.1899317509091318,0.07309248008652003,0.9421289961880616,0.0,0.07309248008651946,0.0,0.0011899317509091328,0.0004957953163953157,0.0016857270673044486,0.03022491856910288,0.05000000000000001,1,baseline
baseline,2023-07-17,2023-07-14,2023-07-24,100000000,0.05,10,25,-0.010524759242312443,-0.01225916197990573,0.028258888468142673,113,100,99,0.9513967577500005,1.301733756732888,1.2327861607010306,0.0689475960318573,0.9470340262167718,0.01,0.058947596031857494,0.0,0.0012327861607010304,0.0005200649124245589,0.0017528510731255893,0.030812374120533347,0.05000000000000001,1,baseline
baseline,2023-07-24,2023-07-21,2023-07-31,100000000,0.05,10,25,0.03693810469786962,0.034643775753755435,0.033887131490627935,121,100,100,0.9294734750667308,1.639835552788345,1.5326696344124342,0.10716591837591083,0.9346483748363134,0.0,0.10716591837591091,0.0,0.0015326696344124344,0.000679930070159912,0.0022125997045723466,0.03340784668267017,0.05000000000000001,1,baseline
