date,signal_date,next_date,signal,factor,exposure,factor_return,contribution,signal_direction,exposure_direction,factor_return_direction,signal_hit,exposure_alignment,exposure_hit,signal_direction_factor_return,signal_weighted_factor_return,exposure_direction_factor_return,positive_contribution
2020-04-27,2020-04-24,2020-05-06,-1.0,SIZE,-0.3192471887945365,0.000320694026372248,-0.00010238066638254111,-1.0,-1.0,1.0,False,True,False,-0.000320694026372248,-0.000320694026372248,-0.000320694026372248,False
2020-05-06,2020-04-30,2020-05-11,1.0,SIZE,0.5109417313566699,-0.000800142932720016,-0.0004088264153767684,1.0,1.0,-1.0,False,True,False,-0.000800142932720016,-0.000800142932720016,-0.000800142932720016,False
2020-05-11,2020-05-08,2020-05-18,0.3333333333333332,SIZE,0.2762245943642234,-0.004097510655613368,-0.0011318332187498857,1.0,1.0,-1.0,False,True,False,-0.004097510655613368,-0.0013658368852044554,-0.004097510655613368,False
2020-05-18,2020-05-15,2020-05-25,-0.3333333333333333,SIZE,0.014855578657265205,-0.00910386856661416,-0.00013524323557674087,-1.0,1.0,-1.0,True,False,False,0.00910386856661416,0.003034622855538053,-0.00910386856661416,False
2020-05-25,2020-05-22,2020-06-01,-1.0,SIZE,-0.4944469930923492,-0.002805709539087986,0.0013872746450925757,-1.0,-1.0,-1.0,True,True,True,0.002805709539087986,0.002805709539087986,0.002805709539087986,True
2020-06-01,2020-05-29,2020-06-08,-1.0,SIZE,-0.33630829716567967,-0.0003160467057254923,0.00010628912942736299,-1.0,-1.0,-1.0,True,True,True,0.0003160467057254923,0.0003160467057254923,0.0003160467057254923,True
2020-06-08,2020-06-05,2020-06-15,-1.0,SIZE,-0.5507980081593623,-0.004919020292449061,0.0027093865791764267,-1.0,-1.0,-1.0,True,True,True,0.004919020292449061,0.004919020292449061,0.004919020292449061,True
2020-06-15,2020-06-12,2020-06-22,-1.0,SIZE,-0.6778657086027259,0.00517425430976548,-0.0035074495641798857,-1.0,-1.0,1.0,False,True,False,-0.00517425430976548,-0.00517425430976548,-0.00517425430976548,False
2020-06-22,2020-06-19,2020-06-29,-0.3333333333333333,SIZE,0.018551212935538512,-0.0003485958187027238,-6.466875261192608e-06,-1.0,1.0,-1.0,True,False,False,0.0003485958187027238,0.00011619860623424128,-0.0003485958187027238,False
2020-06-29,2020-06-24,2020-07-06,-0.3333333333333333,SIZE,-0.029605250864503697,0.015896782687261135,-0.0004706282393948651,-1.0,-1.0,1.0,False,True,False,-0.015896782687261135,-0.005298927562420378,-0.015896782687261135,False
2020-07-06,2020-07-03,2020-07-13,1.0,SIZE,1.161473426814606,-0.009050801317504131,-0.010512265221659675,1.0,1.0,-1.0,False,True,False,-0.009050801317504131,-0.009050801317504131,-0.009050801317504131,False
2020-07-13,2020-07-10,2020-07-20,0.3333333333333332,SIZE,0.5857463306411647,-0.01264981460213177,-0.007409582486489708,1.0,1.0,-1.0,False,True,False,-0.01264981460213177,-0.004216604867377255,-0.01264981460213177,False
2020-07-20,2020-07-17,2020-07-27,-0.3333333333333333,SIZE,-0.09646621143666399,-0.006002776614025485,0.0005790651180556444,-1.0,-1.0,-1.0,True,True,True,0.006002776614025485,0.0020009255380084947,0.006002776614025485,True
2020-07-27,2020-07-24,2020-08-03,-1.0,SIZE,-0.3175046939386968,-0.004793374470418166,0.0015219188941636825,-1.0,-1.0,-1.0,True,True,True,0.004793374470418166,0.004793374470418166,0.004793374470418166,True
2020-08-03,2020-07-31,2020-08-10,-1.0,SIZE,-0.4687842274356062,-0.0031414404685612407,0.00147265774308943,-1.0,-1.0,-1.0,True,True,True,0.0031414404685612407,0.0031414404685612407,0.0031414404685612407,True
2020-08-10,2020-08-07,2020-08-17,-1.0,SIZE,-0.1693320799428202,-0.0048547640878554565,0.0008220673006282728,-1.0,-1.0,-1.0,True,True,True,0.0048547640878554565,0.0048547640878554565,0.0048547640878554565,True
2020-08-17,2020-08-14,2020-08-24,-1.0,SIZE,-0.32942638093829857,-0.009178457170010312,0.003023625928113675,-1.0,-1.0,-1.0,True,True,True,0.009178457170010312,0.009178457170010312,0.009178457170010312,True
2020-08-24,2020-08-21,2020-08-31,-1.0,SIZE,-0.6564545455034676,-0.0037566846348465743,0.002466092704568068,-1.0,-1.0,-1.0,True,True,True,0.0037566846348465743,0.0037566846348465743,0.0037566846348465743,True
2020-08-31,2020-08-28,2020-09-07,-1.0,SIZE,-1.0460440472280046,-0.00942595423204029,0.009859963313869362,-1.0,-1.0,-1.0,True,True,True,0.00942595423204029,0.00942595423204029,0.00942595423204029,True
2020-09-07,2020-09-04,2020-09-14,-1.0,SIZE,-1.0585675088805544,0.0012903106959929467,-0.001365880979139188,-1.0,-1.0,1.0,False,True,False,-0.0012903106959929467,-0.0012903106959929467,-0.0012903106959929467,False
2020-09-14,2020-09-11,2020-09-21,-1.0,SIZE,-0.854651089866962,-0.000502071491108147,0.00042909594706670853,-1.0,-1.0,-1.0,True,True,True,0.000502071491108147,0.000502071491108147,0.000502071491108147,True
