date,signal_date,next_date,return,num_stocks,turnover,SIZE_factor_return,MIDCAP_factor_return,BETA_factor_return,RESVOL_factor_return,HISTVOL_factor_return,MOMENTUM_factor_return,RESMOM_factor_return,BTOP_factor_return,EYIELD_factor_return,CFP_factor_return,SP_factor_return,LP_factor_return,EGRO_factor_return,SGRO_factor_return,MLEV_factor_return,BLEV_factor_return,LIQUIDITY_factor_return,STOM_factor_return,STOQ_factor_return,ROE_factor_return,ROA_factor_return,CAPX_factor_return,AGRO_factor_return,TOPSI_factor_return,SEASON_factor_return,SIZE_exposure,MIDCAP_exposure,BETA_exposure,RESVOL_exposure,HISTVOL_exposure,MOMENTUM_exposure,RESMOM_exposure,BTOP_exposure,EYIELD_exposure,CFP_exposure,SP_exposure,LP_exposure,EGRO_exposure,SGRO_exposure,MLEV_exposure,BLEV_exposure,LIQUIDITY_exposure,STOM_exposure,STOQ_exposure,ROE_exposure,ROA_exposure,CAPX_exposure,AGRO_exposure,TOPSI_exposure,SEASON_exposure,matched_stock_count,SIZE_contribution,MIDCAP_contribution,BETA_contribution,RESVOL_contribution,HISTVOL_contribution,MOMENTUM_contribution,RESMOM_contribution,BTOP_contribution,EYIELD_contribution,CFP_contribution,SP_contribution,LP_contribution,EGRO_contribution,SGRO_contribution,MLEV_contribution,BLEV_contribution,LIQUIDITY_contribution,STOM_contribution,STOQ_contribution,ROE_contribution,ROA_contribution,CAPX_contribution,AGRO_contribution,TOPSI_contribution,SEASON_contribution,style_factor_return,residual_return
2020-02-17,2020-02-14,2020-02-24,0.0878636274947736,50,0.0,0.0023636825207076217,-0.0015526668604062266,0.016634391388898218,-0.005594646095216427,0.0024715516398847726,-0.01075074144572441,0.020869181332219044,-1.415746123589745e-05,-0.004415789850542251,-0.0009586230208487034,-0.00025211659207247106,-0.004415789850541252,0.0010778485808911054,-0.0009321251829741417,0.002783722966034574,-0.007971650743538228,-0.00549423407122529,-0.0008651089444104976,-0.0018910833825439566,5.9858950489877216e-05,-0.0019528091380923707,0.004499338267556663,0.0006307311460884701,-0.005564986223483559,0.0010713672017335085,-0.015934434754732208,-0.5436182241061767,0.6671156028931792,0.41723493217216606,0.452107793630952,-0.3276826069804987,0.15878913056614943,-0.7803168442523333,-0.33108252875371547,-0.11942891885253382,-0.4761248570058831,-0.33108252875371547,0.06158695114906942,-0.27527497880711704,-0.4170379048007225,-0.409851070569985,0.7087339544297202,0.8685250029129306,0.6114901154825393,0.22205225549621774,0.49348647475850227,0.7673947177857494,0.17934692572225264,0.17965804677588992,-0.08420951678855303,50,-3.766394490711656e-05,0.0008440580012825458,0.011097062040165943,-0.0023342817840648995,0.0011174077587532657,0.0035228309839082706,0.003313799159370378,1.1047305474220237e-05,0.0014619908701625198,0.00011448731096711064,0.00012003897634931584,0.0014619908701621889,6.638140789743431e-05,0.00025659073998878694,-0.0011609179933007117,0.0032671895914491594,-0.003893950239862001,-0.0007513687484641296,-0.001156378795978915,1.3291814967913663e-05,-0.0009636848974333932,0.003452768420054268,0.00011311969200824012,-0.0009997945552457923,-9.021931436108297e-05,0.01884579466934352,0.06901783282543007
2020-02-24,2020-02-21,2020-03-02,-0.0617476635022847,50,0.44,-0.011743788989092563,0.0005894320422641375,-0.0076748571132578824,0.01547630610662254,-0.022793720731590805,0.00012130715358016353,-0.029124380387452464,0.003094684008889237,0.0033934369540880027,-0.002453508328450149,0.004202829145342868,0.0033934369540875586,0.002216691069588661,0.0005814686675247316,0.00028244510888297825,0.00461390649689819,-0.01923530488675429,0.004541810728324602,-0.009018617020309927,0.0006728758376797206,0.0007390350024585324,-0.0012014516235587802,0.002294528894077663,0.022243846356561292,0.003463230977245324,-0.1255729523965831,-0.48461929649701574,0.6027633393150128,0.3349377694127596,0.3815063318323966,-0.3458804776568052,-0.018910787329591235,-0.7212165355312952,-0.4810121392143236,-0.34699632278842196,-0.5135002582131947,-0.4810121392143236,-0.012004341551751738,-0.460956751433578,-0.4047659076442335,-0.3858333334379441,0.7693067569861369,0.5814738146654587,0.5585820549536433,-0.05542219301376552,0.12727173721955842,0.5238456972288573,0.3067007200645242,0.021963002343887105,0.023021160127595995,50,0.001474702255682837,-0.00028565014165484555,-0.0046261225023529005,0.005183599446101223,-0.008695948785121258,-4.195777622349439e-05,0.0005507649636132316,-0.0022319372794551953,-0.0016322843685748086,0.0008513583679029696,-0.0021581538513595028,-0.001632284368574595,-2.6609916714060167e-05,-0.0002680319080426115,-0.00011432415085669305,-0.0017801989238692161,-0.014797850022068534,0.0026409440096874116,-0.005037637628044623,-3.729225455018463e-05,9.405826862895804e-05,-0.0006293752634298919,0.0007037336640224757,0.0004885416496662203,7.972759488601537e-05,-0.031928228920701074,-0.029819434581583627
2020-03-02,2020-02-28,2020-03-09,0.006672474787328,50,0.8,-0.010177606155876928,0.0033679232466938824,-0.01219008867759519,-0.019262841955585253,0.00974293656918146,-0.0026931493393672623,-0.10837870722653753,-9.671365706476198e-05,-0.0007109599066240646,-0.0015380454775916208,-1.5841355708090532e-05,-0.0007109599066242867,-0.0002814724947824976,-0.0010182004392590427,-0.001804598666798718,0.0011201355034877736,-0.005733411500041363,-0.0027643172232518776,-0.004196515758531194,-0.0004721989341054389,7.539463108585664e-05,-7.954551452404868e-05,-0.0004554676237491506,0.10311466945751757,0.006177322462163515,-0.23520094769715308,-0.34265683878890135,0.44885401343105724,0.18593376241344012,0.22747441088134074,-0.4225240898173313,-0.32314884372632063,-0.09815941403528797,-0.3397578104154229,-0.34333891642599346,0.2782463760458509,-0.3397578104154229,0.4310611921349713,0.14097774502194782,-0.1819714742590968,-0.12824872917698127,-0.0760062409287669,-0.007649959283849546,-0.09805296870806325,-0.18341831901395242,-0.26472093362962856,0.5852557507805503,0.9235724095302027,-0.3056641288486814,0.17306052960360457,50,0.0023937826131506324,-0.001154041932995779,-0.00547157022701909,-0.0035816126795774348,0.0022162687563288238,0.0011379204733582996,0.03502245392480903,9.493355906686825e-06,0.0002415541811677457,0.0005280708676902066,-4.407799817429445e-06,0.00024155418116782117,-0.0001213318691541479,-0.00014354360190709658,0.0003283854798433633,-0.00014365595482832504,0.0004357750558159067,2.1146914205520897e-05,0.0004114808283541535,8.660993473379969e-05,-1.9958537131709388e-05,-4.6554469823997274e-05,-0.00042065733072899883,-0.03151845561125184,0.0010690506968342604,0.0015177572491304,0.0051547175381976
2020-03-09,2020-03-06,2020-03-16,-0.0552207011120552,50,0.66,-0.00999659217406057,0.0031961849601942482,-0.00020315479807453407,0.019850078548549588,-0.0398596084055205,-0.0026302192495365473,-0.04808978615968185,-0.0016925106865217643,0.00043901077446539816,-0.00028674749441059966,-0.004564533147576655,0.00043901077446495407,0.00023378482694513814,0.00018063756982078516,0.008892686294848184,4.033248525092681e-05,-0.015432938651402162,0.008742535094683923,-0.008251681653663523,-0.0017534039827346026,-0.006175902925722454,-0.0004412159523771164,-0.000562945098757095,0.04939822566263241,0.003468382668877723,-0.32726982051809683,-0.280385175296232,0.3206052365309104,0.1808324982234344,0.2273246918785528,-0.5280813320897001,-0.1485581004912342,-0.3385646659547834,-0.2857865104447668,-0.44987870992808515,-0.22929241849810908,-0.2857865104447668,-0.01028100337704456,-0.00759574839638191,-0.3284738554751058,-0.3101637198881073,0.14301253162786165,-0.1110201022733325,-0.20009805584162307,0.010894104496591823,0.10304976204192547,0.06959045475361006,0.1275576948975444,-0.1273038882366464,0.7516734899751776,50,0.003271582926597414,-0.0008961628803432446,-6.513249208907534e-05,0.0035895392938656264,-0.00906107319918472,0.0013889696849832313,0.007144127284911979,0.0005730243152071423,-0.00012546335728212067,0.00012900159286055138,0.0010466128447226375,-0.00012546335728199373,-2.403542595324743e-06,-1.3720775312925543e-06,-0.002921014952799417,-1.2509673657759682e-05,-0.0022071036269945003,-0.0009705971403400079,0.0016511454563220601,-1.9101766212651044e-05,-0.0006364253268897302,-3.070441877047069e-05,-7.180797915132552e-05,-0.006288586198844395,0.0026070913052847386,-0.0020338272852126484,-0.053186873826842555
2020-03-16,2020-03-13,2020-03-23,-0.0322814858021923,50,0.76,-0.011534282478798508,0.005602274938956153,0.0029495579296214824,-0.023881449574968072,0.018321276268678632,-0.009277910714400872,0.07431018230595421,-0.008566928247124683,-0.0006235175253099801,0.0014103629783770444,0.002909192750529588,-0.0006235175253102021,0.0022335486496587453,-0.0012082615967684562,0.006569713086127749,-0.00775271628795271,-0.023687052665825492,0.0023648245751635155,0.004328699809215353,0.0004972361836741435,0.005428609174320309,-0.00027791460631554354,-0.0012587541007827996,-0.06304313235705838,-0.0012545775938411774,-0.4366897548942091,-0.1387138118479948,0.21201603439454111,0.07981910019453207,0.08479198177583022,-0.5235369851186327,-0.5375129171077879,0.048240895848384015,-1.1083206784114634,-0.20864817477228484,-0.21756361097955146,-1.1083206784114634,-0.11002472900689263,-0.12710441775574732,-0.22902522694760263,-0.18668545174588708,-0.407465909906315,-0.5074459894278667,-0.5066999757745942,-1.304741296252927,-1.113736921323546,-0.026554777172950638,-0.37040379297395665,-0.5100044810805142,0.3711346783525016,50,0.005036902988547091,-0.0007771129118031004,0.0006253535754553197,-0.001906195816415042,0.0015534973234837494,0.004857329403617292,-0.03994268286208497,-0.0004132762933101209,0.0006910573666529939,-0.00029426966120477376,-0.0006329344798407505,0.00069105736665324,-0.00024574558490241444,0.0001535753867538842,-0.0015046300305310426,0.0014473193424741485,0.009651666467479388,-0.0012000207463671846,-0.00219335208846491,-0.0006487645828308604,-0.006046042468876258,7.379960443817559e-06,0.0004662472933514711,0.03215228000345174,-0.00046561725175850075,0.001063021699974208,-0.033344507502166505
2020-03-23,2020-03-20,2020-03-30,0.0270003651013423,50,0.86,0.000495205980051372,0.001783839122687425,-0.030132328283134946,0.014453123225874664,0.0011277722862761408,-0.0022111084551624804,0.0027740853870750204,0.004863100723382807,-0.0012749592723070302,-0.0003562452476516542,0.00281688110056022,-0.0012749592723068082,-0.0011164312648458408,0.0027185375602454265,0.0017269109958972795,-0.0034025426968791184,-0.013487238606186391,0.002959649757875882,-0.005956844947732187,0.0031905612397435945,0.006635540188677291,0.0030769726728665514,0.002542159360984675,-0.0027836551276030352,0.001907241996380371,-0.5242992531707663,-0.011320648457186708,0.06762687121691593,0.29722342449102185,0.28314249189123014,-0.4825504100871626,-0.46260991997134093,-0.16115824780000268,-0.13340026159870189,-0.42885424596428307,0.03983947413819884,-0.13340026159870189,0.906377504008539,-0.2103834730283051,-0.2397082154870092,-0.2694677498234108,-0.35171685082457205,-0.3195931152124693,-0.3705531325681999,-0.27064634138108795,-0.19943978722820424,-0.08311131091391168,-0.4428458559381078,-0.455057386092252,0.9899503915400217,50,-0.0002596361255066317,-2.019421561212069e-05,-0.0020377550842694005,0.004295806779785192,0.0003193202554220963,0.0010669712917858475,-0.0012833194189084416,-0.0007837287914552987,0.0001700799004534484,0.00015277728706000946,0.00011222306175614998,0.00017007990045341881,-0.0010119081832280694,-0.000571935373482328,-0.00041395475313143077,0.0009168755242060958,0.004743689088887468,-0.0009458836860573835,0.002207327555605217,-0.0008635137264889121,-0.0013233907233739972,-0.0002557312324882218,-0.0011257847381463315,0.0012667228261493313,0.001888074961078321,0.006413212380494028,0.020587152720848274
2020-03-30,2020-03-27,2020-04-07,0.0422690464611599,50,0.86,-0.0033169211724698444,-6.474786133392474e-05,-0.001445767058508518,-0.029183154715319293,0.04269514315498668,0.0075961476045169896,-0.009778565709997356,-0.006924630709310597,0.001451722943617506,0.0009754904565255629,-0.00036668121915539587,0.001451722943617062,-0.0018857530278155732,0.0014198614947174004,0.006773131260763288,-0.005131544262525822,-0.012632140109476886,0.008019682786166715,0.0025862391068689483,-0.006507028492837019,0.002298334353823872,-0.0012963187861138037,0.0013982185198193608,0.006329881644992819,-0.005604749560639721,-0.26646573805164886,-0.33698313813460923,-0.616327919340948,-0.12238396009334096,-0.2227589056002219,-0.22814867824905832,0.24033422636598428,-0.4092921549808458,0.1262954260736184,-0.08373870030584793,-0.31652159512709216,0.1262954260736184,0.47059753540247745,0.7522311547250992,-0.399761174030544,-0.4340547327857604,-0.26280808320295546,-0.2868690662882363,-0.32389765844618323,0.48406487639058965,0.7476491381169715,0.1070548698370877,0.17275733888344155,0.20177627851476163,0.754687400319177,50,0.0008838458482813175,2.1818937499810483e-05,0.0008910666030222375,0.0035715500420774315,-0.009510723363649639,-0.0017330510357553017,-0.0023501240248811565,0.0028341970254602772,0.00018334596770502043,-8.16863029902089e-05,0.00011606252439021276,0.00018334596770496435,-0.0008874307272677683,0.0010680640517209755,-0.0027076349046657104,0.0022273710736489477,0.003319828528922792,-0.002300598912795487,-0.0008376767908968006,-0.0031498239430551964,0.0017183476987410447,-0.0001387772389147848,0.00024155251066153736,0.0012772199617655485,-0.0042298338753592405,-0.009389744378629175,0.051658790839789075
2020-04-07,2020-04-03,2020-04-13,0.0084303429000823,50,0.76,0.00031812701070466076,-0.00013787321638336625,-0.005350566379968447,0.03496649560013054,-0.03991011747460893,-0.0010157674414572604,-0.032514608606227346,-0.0019244964685268817,-0.002090588033254681,0.001271061892485159,0.0005695000746246404,-0.00209058803325457,0.0012823100829824075,0.00018228705078993102,0.004448534430315565,-0.0053807568885034796,-0.016330498241992952,0.0023035009849101673,0.0007799403046964137,0.0034969252496890313,0.00022102229162057618,0.0014275822250733317,-0.0004324226556448041,0.0368663592388252,-0.0002485177122072413,-0.02091987434185243,-0.5501145267202779,-0.8612010373871452,-0.10894611221138563,-0.24684095624347308,0.02116298187678724,0.30902667901846514,-0.6122719084173045,0.002492251645643734,-0.039128122462983354,-0.3558518658702883,0.002492251645643734,-0.05411543233964777,0.25927477463522347,-0.40749045543994666,-0.42661866372293017,-0.04870130300835581,-0.12976734831586778,-0.13906056988837368,0.7217289380600783,0.9963761829814398,0.9561069982915384,0.8177410809555749,0.2780994901953508,-0.21151252513001575,50,-6.655177088690646e-06,7.5846059178138e-05,0.004607913317037608,-0.003809463753290744,0.009851451561221813,-2.1496667954590546e-05,-0.010047881517167642,0.001178315125527317,-5.210271466242076e-06,-4.9734265387190687e-05,-0.0002026576641684467,-5.2102714662417995e-06,-6.93927645340826e-05,4.72624340124789e-05,-0.0018127353210495732,0.002295531313591306,0.0007953165431607206,-0.00029891921465478215,-0.0001084589432499951,0.002523832146933539,0.00022022134727872037,0.0013649213560292185,-0.0003536097698566624,0.010252515709675948,5.2564608848488147e-05,0.01647426592116041,-0.00804392302107811
2020-04-13,2020-04-10,2020-04-20,0.0263901830939568,50,0.56,-0.0016160699873211115,-0.0037320365451275483,0.0044462861345635485,0.01550627788567649,-0.02107659901312653,1.148408422424474e-05,-0.0646547004704271,-0.006845336350112086,0.0017778711068991981,-0.0020212409442744717,0.000152960226058374,0.0017778711068996422,0.0018910701533056962,0.00013987820965155606,0.003937860904364765,-0.00029219132627811284,-0.0039906891881634765,-0.0030246925511131506,0.0043923094873807855,-0.002971154433255796,0.003887526202453806,0.0006724191101319388,0.0016430090470429537,0.07913867780216322,-0.003847073047302252,-0.2938154127191414,-0.29833212844027207,-0.918454972709869,-0.35113499270724324,-0.509413892165984,-0.35416085602449265,-0.16923518559050868,-0.23118683246997904,0.19910524015556974,0.2772764203167106,0.0993712319927451,0.19910524015556974,-0.09350095438633348,0.051565408458008444,-0.312185453809777,-0.36659100692542734,-0.1476912039859788,-0.25989489279861083,-0.26124426068235473,0.4648892976409993,0.7112116462191264,0.25603675149460964,0.16207722275771616,-0.21131486427182214,-0.5633317015497223,50,0.00047482627030777,0.001113386405924781,-0.004083713610380833,-0.0054447967723035015,0.010736712336898522,-4.067213099515889e-06,0.010941850233411479,0.0015825516279740204,0.00035398345370481345,-0.0005604424536259935,1.5199846109309418e-05,0.00035398345370490187,-0.00017681686414559256,7.212877015057427e-06,-0.001229342893468893,0.00010711471251516947,0.0005893896909336922,0.000786102146320309,-0.0011474656447188858,-0.0013812578976592283,0.0027648539101671602,0.00017216400460107775,0.00026629434331052376,-0.016723178958415585,0.002167178205722853,0.0016817212108034088,0.024708461883153388
2020-04-20,2020-04-17,2020-04-27,-0.0246547612082618,50,0.72,0.006005852866271422,-0.0007489917117722289,-0.004003920865845667,-0.005350301591656392,-0.0051001109537082145,-0.0071808035084065525,-0.005426884840371016,-0.006377393579771962,-0.0025619356624084766,0.001506075408314489,1.790379366961581e-05,-0.0025619356624086986,-0.0005166724093579322,-0.0014972014099422504,0.009450490115121113,0.0004281645243102705,-0.0238382108352877,0.009640237620116565,-0.010798897578129685,0.0023319721314689623,0.004423386141187757,0.0005403556535450438,0.0019969563554158576,0.020202121979507437,3.855934307717135e-05,-0.1224730811292216,-0.4496004146047733,-0.014215807544571973,0.2995726825538293,0.27622009710727435,0.3084043374268422,0.4653145101496804,-0.6407843198238687,-0.10566660888671371,0.006352612368647671,-0.34527541990113114,-0.10566660888671371,0.3935220544780347,0.3004788275750951,-0.39012488284162805,-0.3593535851803793,0.2190527988591672,0.2887375375288513,0.5505888385842888,0.5769569431962234,0.7529176210271998,1.1915782178240315,0.7785464894676691,0.4564066028232678,-0.37024335282968684,50,-0.0007355553053410279,0.00033674698414833294,5.691896845255798e-05,-0.001602804200284528,-0.0014087531428911566,-0.002214590948202467,-0.002525208261135966,0.004086533807263284,0.0002707110536326403,9.567513266974714e-06,-6.181739877099812e-06,0.00027071105363266377,-0.00020332198802264966,-0.0004498773243032267,-0.003686871348957588,-0.00015386245685794739,-0.005221826803264697,0.0027834984716254506,-0.0059457524755331115,0.0013454475125911141,0.003330445370307772,0.0006438760266423431,0.001554723360129167,0.00922038186248826,-1.4276340463802094e-05,-0.0002593203509547069,-0.024395440857307094
