scenario,date,signal_date,next_date,capital,participation_limit,fixed_cost_bps,impact_coef_bps,gross_return,net_return,cash_weight,actual_stock_count,target_stock_count,actual_target_overlap_count,actual_target_overlap_weight,desired_trade_weight,executed_trade_weight,unfilled_trade_weight,fill_ratio,blocked_trade_weight,capped_trade_weight,missing_adv_weight,period_impact_cost,period_cost,avg_participation,max_participation,period_fixed_cost
p_l10_s10_b2_x500_y50_baseline,2023-03-20,2023-03-17,2023-03-27,100000000,0.05,10,25,0.05220360483129127,0.051098385593960405,0.04269003203096523,53,50,48,0.9340886124961375,1.326953844384089,1.2378211014073286,0.08913274297676033,0.9328290555440294,0.04,0.04913274297676051,0.0,0.0004496238725759316,0.001050385336313393,0.02293460412692967,0.05,0.0006007614637374614
p_l10_s10_b2_x500_y50_baseline,2023-03-27,2023-03-24,2023-04-03,100000000,0.05,10,25,0.013325341084778008,0.012160127803056087,0.0,59,50,50,0.9780372065860441,1.3648877870239682,1.3209622001960544,0.04392558682791381,0.9678174372680921,0.0,0.027771015913956792,0.0,0.0004691234841959166,0.0011498905973027138,0.02296702113080454,0.05,0.0006807671131067972
p_l10_s10_b2_x500_y50_baseline,2023-04-03,2023-03-31,2023-04-10,100000000,0.05,10,25,-0.03762603436731016,-0.03905980019362276,0.015670053571889834,51,50,49,0.97888783,2.0,1.9734457135718912,0.026554286428108753,0.9867228567859456,0.02,0.006554286428109641,0.0,0.0005109340869612952,0.0014898219169612952,0.01324020362030921,0.05,0.00097888783
p_l10_s10_b2_x500_y50_baseline,2023-04-10,2023-04-07,2023-04-17,100000000,0.05,10,25,0.025229397457824154,0.023866164726198846,0.019978884720342278,51,50,49,0.9429942325000004,1.8283069704838868,1.7342743202042292,0.09403265027965757,0.9485684560646999,0.057026882779657354,0.03700576750000001,0.0,0.00046439649460751136,0.0013296855659871685,0.01483705262585148,0.05000000000000001,0.0008652890713796572
p_l10_s10_b2_x500_y50_baseline,2023-04-17,2023-04-14,2023-04-24,100000000,0.05,10,25,-0.016993123518942,-0.018018562288957485,0.0,54,50,50,0.9577662248809634,1.3432793174604833,1.2588117672224093,0.08446755023807406,0.9371184018542302,0.04026335454805147,0.03356426057098579,0.0,0.00040401590826448817,0.0010431654086554502,0.020852393468491253,0.05,0.0006391495003909619
p_l10_s10_b2_x500_y50_baseline,2023-04-24,2023-04-21,2023-05-04,100000000,0.05,10,25,0.07026561612823445,0.06908479778009124,0.10773695606490571,53,50,49,0.8820291700000001,1.4714705903907166,1.3432658864556224,0.1282047039350942,0.9128730776052736,0.02,0.1082047039350942,0.0,0.0004855302032954369,0.001103294668490795,0.025192302726095052,0.05000000000000001,0.0006177644651953581
p_l10_s10_b2_x500_y50_baseline,2023-05-04,2023-04-28,2023-05-08,100000000,0.05,10,25,0.00029600222711168023,-0.0006280468419709306,0.13775580595886333,50,50,48,0.8614956655035916,1.1747494847167022,1.0354966216827475,0.13925286303395468,0.8814616521687291,0.04,0.09925286303395453,0.0,0.00042457334393771915,0.0009237756294389018,0.02981938661343825,0.05000000000000001,0.0004992022855011826
p_l10_s10_b2_x500_y50_baseline,2023-05-08,2023-05-05,2023-05-15,100000000,0.05,10,25,0.007872479677288435,0.0066166833298286765,0.020375859529140644,61,50,50,0.9382616728472573,1.3336106134021966,1.2305098186258514,0.10310079477634515,0.9226904812092617,0.0,0.10310079477634515,0.0,0.0005720628369191885,0.001245987337467406,0.03643125714101042,0.05000000000000001,0.0006739245005482175
p_l10_s10_b2_x500_y50_baseline,2023-05-15,2023-05-12,2023-05-22,100000000,0.05,10,25,-0.004269600463167711,-0.004894634716863022,0.03980740930563452,52,50,50,0.9574594457861038,0.7359753769033612,0.6907016777812027,0.045273699122158506,0.9384847638345607,0.0,0.04527369912215865,0.0,0.00029215885693863007,0.0006277143431455366,0.031229411088746654,0.05,0.0003355554862069065
p_l10_s10_b2_x500_y50_baseline,2023-05-22,2023-05-19,2023-05-29,100000000,0.05,10,25,-0.013777448483283439,-0.015225962854023445,0.020592977445194578,63,50,50,0.9234560895000004,1.6445347809552016,1.5120399374003968,0.1324948435548048,0.9194332372357322,0.0,0.13249484355480512,0.0,0.0007030374682875202,0.0014687499981746906,0.0359423287596572,0.05000000000000001,0.0007657125298871703
p_l10_s10_b2_x500_y50_baseline,2023-05-29,2023-05-26,2023-06-05,100000000,0.05,10,25,0.01441756042012976,0.013177389229593661,0.059784185713711774,61,50,50,0.9115215426788668,1.4210923510799565,1.3039196221514011,0.11717272892855535,0.9175474212921418,0.0,0.11717272892855547,0.0,0.0005900370250308631,0.0012225450730786718,0.03458868340818674,0.05000000000000001,0.0006325080480478087
p_l10_s10_b2_x500_y50_baseline,2023-06-05,2023-06-02,2023-06-12,100000000,0.05,10,25,-0.006233895939250167,-0.007454308635303608,0.0,59,50,50,0.9600117315804244,1.3779065651397913,1.2979300283006387,0.07997653683915251,0.9419579390486185,0.0,0.06122863489256486,0.0,0.0005496360851382152,0.001228068346330744,0.030934569085967263,0.05,0.0006784322611925287
p_l10_s10_b2_x500_y50_baseline,2023-06-12,2023-06-09,2023-06-19,100000000,0.05,10,25,0.022865322029250734,0.021552512837021087,0.01926903605135555,58,50,50,0.9477882203532572,1.5593830231419017,1.474228499899771,0.08515452324213069,0.9453921698656446,0.0,0.08515452324213063,0.0,0.0005559826789679666,0.001283462410892174,0.025554374439391746,0.05000000000000001,0.0007274797319242074
p_l10_s10_b2_x500_y50_baseline,2023-06-19,2023-06-16,2023-06-26,100000000,0.05,10,25,-0.03205826702690917,-0.033280878475696385,0.06913864936338812,57,50,49,0.9043203997500002,1.5619791564393766,1.439758605302765,0.12222055113661168,0.9217527643485202,0.02,0.1022205511366118,0.0,0.0005683752623082695,0.001263104386492206,0.028056702019206195,0.05000000000000001,0.0006947291241839364
p_l10_s10_b2_x500_y50_baseline,2023-06-26,2023-06-21,2023-07-03,100000000,0.05,10,25,0.044975462366843466,0.043509350693370585,0.050266678123633404,57,50,50,0.9392992320000007,1.5918761000894706,1.520741242213104,0.07113485787636664,0.9553138225566873,0.0,0.0711348578763665,0.0,0.0006320590779657646,0.0014030106220410377,0.03044419302996804,0.05,0.000770951544075273
p_l10_s10_b2_x500_y50_baseline,2023-07-03,2023-06-30,2023-07-10,100000000,0.05,10,25,-0.004390905297413261,-0.00584206993402836,0.01800215640386792,60,50,49,0.9374491170000003,1.6737245171556112,1.56662490755948,0.10709960959613118,0.9360112082374582,0.0376760030189518,0.06942360657717983,0.0,0.0006592016825263309,0.0014575646650240638,0.03071615559663139,0.05000000000000001,0.0007983629824977329
p_l10_s10_b2_x500_y50_baseline,2023-07-10,2023-07-07,2023-07-17,100000000,0.05,10,25,0.005178062314094234,0.0036528509968232203,0.1074680823895937,54,50,50,0.8886040056361839,1.8066576703348498,1.6913337639968096,0.11532390633804024,0.9361672616613275,0.0,0.1153239063380394,0.0,0.0007163807456387166,0.0015173543618328133,0.030869963467395924,0.05,0.0008009736161940967
p_l10_s10_b2_x500_y50_baseline,2023-07-17,2023-07-14,2023-07-24,100000000,0.05,10,25,-0.007926880973951222,-0.00874179362562566,0.020308116459704362,55,50,50,0.9696454725000004,0.8836723590209552,0.8432714204806596,0.04040093854029558,0.9542806356588353,0.0,0.040400938540295854,0.0,0.00035648509350278936,0.0008214239818073934,0.03066849279683874,0.05,0.00046493888830460395
p_l10_s10_b2_x500_y50_baseline,2023-07-24,2023-07-21,2023-07-31,100000000,0.05,10,25,0.061456849698498184,0.0602964529855925,0.06808510218407604,57,50,50,0.8981344568715641,1.3208067037320865,1.185160719659289,0.1356459840727975,0.8973006544488951,0.0,0.13564598407279674,0.0,0.0005244383850104501,0.001093211385121673,0.03302160284661106,0.05000000000000001,0.000568773000111223
p_l10_s10_b2_x500_y50_baseline,2023-07-31,2023-07-28,2023-08-07,100000000,0.05,10,25,-0.010920027812501676,-0.012257543679885963,0.019759230683098556,60,50,50,0.9381499165082957,1.5433499319047759,1.4394089956044658,0.1039409363003101,0.9326523854690375,0.0,0.10394093630031058,0.0,0.0006103864155240799,0.0013522828335367806,0.030833344317146627,0.05000000000000001,0.0007418964180127007
p_l10_s10_b2_x500_y50_baseline,2023-08-07,2023-08-04,2023-08-14,100000000,0.05,10,25,-0.022384590834731544,-0.022941701635273204,0.0,53,50,50,0.9719216980582513,0.7180650158108279,0.6619084119273304,0.056156603883497525,0.9217945413757745,0.020134324180031873,0.016239727761716793,0.0,0.00022892414298550064,0.000569867041086667,0.021693246734383866,0.05,0.00034094289810116636
p_l10_s10_b2_x500_y50_baseline,2023-08-14,2023-08-11,2023-08-21,100000000,0.05,10,25,-0.03087649789293767,-0.03189006383277071,0.009102386886843332,54,50,50,0.9723312640000006,1.2573588337855646,1.211123748672408,0.04623508511315655,0.9632284087320122,0.0,0.04623508511315626,0.0,0.0004448477031308142,0.0010458583840235965,0.02429868219340373,0.05000000000000001,0.0006010106808927823
p_l10_s10_b2_x500_y50_baseline,2023-08-21,2023-08-18,2023-08-28,100000000,0.05,10,25,-0.009111776877489985,-0.010467551072527281,0.02241925163003936,56,50,49,0.9654122875000005,1.6343153991816068,1.587559225811647,0.04675617336995974,0.971390973007185,0.02,0.026756173369960265,0.0,0.0005809751219134517,0.0013682413045185795,0.024066244143917073,0.05,0.0007872661826051277
p_l10_s10_b2_x500_y50_baseline,2023-08-28,2023-08-25,2023-09-04,100000000,0.05,10,25,0.019083780509153048,0.017436956308460427,0.0460934024999993,50,50,50,0.9539065975000005,1.9380159654552434,1.8919225629552432,0.04609340250000016,0.9762161905156582,0.0,0.04609340250000001,0.0,0.0006817578109346155,0.0016159850958179607,0.0234735104848806,0.05000000000000001,0.0009342272848833451
p_l10_s10_b2_x500_y50_baseline,2023-09-04,2023-09-01,2023-09-11,100000000,0.05,10,25,0.005105644934908282,0.0036786168210447556,0.048795479249532606,53,50,49,0.9459010025000003,1.6116344959452011,1.5522319801947342,0.059402515750466955,0.9631414468355443,0.02,0.039402515750466965,0.0,0.0006454458555034041,0.0014197792252535237,0.02975637362568456,0.05000000000000001,0.0007743333697501196
p_l10_s10_b2_x500_y50_baseline,2023-09-11,2023-09-08,2023-09-18,100000000,0.05,10,25,-0.016281443735982393,-0.017546391213709267,0.10077436877946423,55,50,50,0.8918145612500002,1.4871698882145732,1.3715733794940386,0.11559650872053462,0.9222708114004955,0.0,0.11559650872053495,0.0,0.0006262102063277659,0.0012858835178741984,0.034961937346222265,0.05000000000000001,0.0006596733115464325
p_l10_s10_b2_x500_y50_baseline,2023-09-18,2023-09-15,2023-09-25,100000000,0.05,10,25,-0.01558616113335165,-0.017043308454936623,0.03880776206060674,60,50,50,0.9428897601189954,1.5824868374206535,1.50707411971925,0.07541271770140345,0.9523454376250478,0.0,0.07541271770140298,0.0,0.0006948639243081091,0.0014802182416113184,0.03565125364946875,0.05000000000000001,0.0007853543173032091
p_l10_s10_b2_x500_y50_baseline,2023-09-25,2023-09-22,2023-10-09,100000000,0.05,10,25,-0.004346044912327041,-0.0059806415171589355,0.05140128052211525,65,50,50,0.9210859000000003,1.8033189489309027,1.696892029453019,0.10642691947788374,0.9409827531946143,0.0,0.1064269194778838,0.0,0.0007992751683931709,0.0016417316442919818,0.0370598430419406,0.05000000000000001,0.0008424564758988108
