signal_date,factor_data_date,rank,code,score,valid_factor_count
2023-01-06,2023-01-06,1,600228.SH,0.35740192717167707,44
2023-01-06,2023-01-06,2,605577.SH,0.35081561947381706,44
2023-01-06,2023-01-06,3,300941.SZ,0.3424519109314664,44
2023-01-06,2023-01-06,4,002990.SZ,0.3392219134577212,44
2023-01-06,2023-01-06,5,000892.SZ,0.3383918582410047,44
2023-01-06,2023-01-06,6,300785.SZ,0.3375347360063518,44
2023-01-06,2023-01-06,7,605365.SH,0.33067775812912764,44
2023-01-06,2023-01-06,8,300678.SZ,0.3306687357898157,44
2023-01-06,2023-01-06,9,003005.SZ,0.3276552744595619,44
2023-01-06,2023-01-06,10,688668.SH,0.3273214479050128,44
2023-01-06,2023-01-06,11,002970.SZ,0.32530946623840623,44
2023-01-06,2023-01-06,12,300533.SZ,0.32225991555090405,44
2023-01-06,2023-01-06,13,300603.SZ,0.32072611786784067,44
2023-01-06,2023-01-06,14,002380.SZ,0.3195532137572629,44
2023-01-06,2023-01-06,15,002878.SZ,0.31794723735970254,44
2023-01-06,2023-01-06,16,601921.SH,0.31790212566314185,44
2023-01-06,2023-01-06,17,601956.SH,0.31654877476632143,44
2023-01-06,2023-01-06,18,002792.SZ,0.31626005990833306,44
2023-01-06,2023-01-06,19,688258.SH,0.31573676422822894,44
2023-01-06,2023-01-06,20,300494.SZ,0.31481648561839104,44
2023-01-06,2023-01-06,21,300299.SZ,0.31455483777833926,44
2023-01-06,2023-01-06,22,300691.SZ,0.3135804251326284,44
2023-01-06,2023-01-06,23,300552.SZ,0.3132736655960157,44
2023-01-06,2023-01-06,24,688095.SH,0.31179400194882534,44
2023-01-06,2023-01-06,25,002980.SZ,0.31166768919845533,44
2023-01-06,2023-01-06,26,300925.SZ,0.31152333176946123,44
2023-01-06,2023-01-06,27,300291.SZ,0.31068425421343243,44
2023-01-06,2023-01-06,28,300386.SZ,0.309078277815872,44
2023-01-06,2023-01-06,29,688588.SH,0.309078277815872,44
2023-01-06,2023-01-06,30,300570.SZ,0.3086903172254502,44
2023-01-06,2023-01-06,31,688313.SH,0.30789635136598226,44
2023-01-06,2023-01-06,32,688345.SH,0.30560467718069934,44
2023-01-06,2023-01-06,33,688318.SH,0.3054422750730808,44
2023-01-06,2023-01-06,34,600088.SH,0.30490995705366486,44
2023-01-06,2023-01-06,35,300513.SZ,0.3038994550507055,44
2023-01-06,2023-01-06,36,002115.SZ,0.30302428813742827,44
2023-01-06,2023-01-06,37,601279.SH,0.30282579667256115,44
2023-01-06,2023-01-06,38,300302.SZ,0.30281677433324916,44
2023-01-06,2023-01-06,39,300081.SZ,0.30154462449023783,44
2023-01-06,2023-01-06,40,603825.SH,0.30150853513298925,44
2023-01-06,2023-01-06,41,300788.SZ,0.3011295968818797,44
2023-01-06,2023-01-06,42,002306.SZ,0.30110252986394304,44
2023-01-06,2023-01-06,43,300571.SZ,0.3006784799162727,44
2023-01-06,2023-01-06,44,301048.SZ,0.30061532354108783,44
2023-01-06,2023-01-06,45,300061.SZ,0.30012811721823235,44
2023-01-06,2023-01-06,46,688579.SH,0.29992060341405335,44
2023-01-06,2023-01-06,47,603219.SH,0.29979429066368335,44
2023-01-06,2023-01-06,48,300813.SZ,0.29962286621675266,44
2023-01-06,2023-01-06,49,301179.SZ,0.2992709949835795,44
2023-01-06,2023-01-06,50,301180.SZ,0.29927099498357934,44
2023-01-06,2023-01-06,51,301236.SZ,0.29854018549929623,44
2023-01-06,2023-01-06,52,002908.SZ,0.2982334259626836,44
2023-01-06,2023-01-06,53,300590.SZ,0.29817929192681086,44
2023-01-06,2023-01-06,54,600825.SH,0.2972139016204122,44
2023-01-06,2023-01-06,55,300504.SZ,0.2962214442960771,44
2023-01-06,2023-01-06,56,300846.SZ,0.29613122090295574,44
2023-01-06,2023-01-06,57,600831.SH,0.2960590421884586,44
2023-01-06,2023-01-06,58,300542.SZ,0.295878595402216,44
2023-01-06,2023-01-06,59,300288.SZ,0.29531018802555126,44
2023-01-06,2023-01-06,60,603170.SH,0.29438990941571336,44
2023-01-06,2023-01-06,61,603220.SH,0.29407412753978845,44
2023-01-06,2023-01-06,62,688551.SH,0.29405608286116425,44
2023-01-06,2023-01-06,63,000409.SZ,0.2939027030928579,44
2023-01-06,2023-01-06,64,688246.SH,0.29379443502111235,44
2023-01-06,2023-01-06,65,002975.SZ,0.29271175430365587,44
2023-01-06,2023-01-06,66,300872.SZ,0.2914486267999567,44
2023-01-06,2023-01-06,67,300548.SZ,0.29033887906456385,44
